Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location,Land Type_x,Land Type_y
2002,11,108972,108972,10-22 Spencer Street MELBOURNE 3000,Melbourne (CBD),Explorers Inn,10-22 Spencer Street MELBOURNE 3000,50,144.95525416628,-37.8205106888151,"-37.82051068881513, 144.95525416628004",Commercial,Commercial
2002,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Connells Tavern,35 Elizabeth Street MELBOURNE 3000,350,144.964321660097,-37.8174261066713,"-37.81742610667125, 144.964321660097",Commercial,Commercial
2002,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),De Biers,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.96530699086,-37.8172419402346,"-37.81724194023457, 144.96530699086",Commercial,Commercial
2002,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.968384600452,-37.8163597440011,"-37.81635974400108, 144.9683846004515",Commercial,Commercial
2002,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.970522963712,-37.8156736463807,"-37.815673646380745, 144.97052296371248",Commercial,Commercial
2002,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Kitchen Restaurant,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.96010676157,-37.8163970705112,"-37.816397070511165, 144.96010676156988",Commercial,Commercial
2002,35,102143,102143,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Australia On Collins Bar,"Shop 121, Basement , 260 Collins Street MELBOURNE 3000",11,144.964918578641,-37.8154150350132,"-37.81541503501324, 144.96491857864146",Commercial,Commercial
2002,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Dr Martin's Tavern,86A Collins Street MELBOURNE 3000,291,144.970593784801,-37.8139380932959,"-37.8139380932959, 144.97059378480083",Commercial,Commercial
2002,42,105392,105392,120-138 King Street MELBOURNE 3000,Melbourne (CBD),The Exchange Hotel,"Part Ground , 120 King Street MELBOURNE 3000",300,144.956416790144,-37.8170338244197,"-37.81703382441968, 144.95641679014355",Commercial,Commercial
2002,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",400,144.960543028128,-37.8154967336266,"-37.815496733626624, 144.96054302812774",Commercial,Commercial
2002,48,101109,101109,39-43 Bourke Street MELBOURNE 3000,Melbourne (CBD),Spleen Central,41 Bourke Street MELBOURNE 3000,100,144.97205520119,-37.8119370150575,"-37.81193701505745, 144.9720552011901",Commercial,Commercial
2002,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Bridie O'Reillys,62-66 Little Collins Street MELBOURNE 3000,300,144.971451247518,-37.8128110760804,"-37.81281107608043, 144.97145124751802",Commercial,Commercial
2002,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),Hard Rock Cafe,1 Spring Street MELBOURNE 3000,500,144.972932971885,-37.81199590155511,"-37.811995901555065, 144.9729329718854",Commercial,Commercial
2002,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Hollywood Karaoke Bar,"Level 1, 184-186 Bourke Street MELBOURNE 3000",150,144.967697189459,-37.812677389205696,"-37.812677389205746, 144.96769718945876",Commercial,Commercial
2002,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),Imperial Hotel,2-8 Bourke Street MELBOURNE 3000,350,144.972685010345,-37.811202108695,"-37.81120210869503, 144.9726850103448",Commercial,Commercial
2002,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE 3000,675,144.95450051017,-37.8149064395787,"-37.81490643957871, 144.9545005101703",Commercial,Commercial
2002,64,104376,104376,14-20 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 A'Beckett Street MELBOURNE 3000,200,144.960741036939,-37.8132877098966,"-37.81328770989657, 144.96074103693925",Commercial,Commercial
2002,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Enka Karaoke Bar,"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.967245672572,-37.8115628227926,"-37.81156282279264, 144.96724567257206",Commercial,Commercial
2002,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",400,144.969985004712,-37.809416385753906,"-37.809416385753934, 144.96998500471204",Commercial,Commercial
2002,78,110716,105763,42-44 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),44 Bar,42-44 Lonsdale Street MELBOURNE 3000,260,144.971074722117,-37.8091425217905,"-37.80914252179053, 144.971074722117",Commercial,Commercial
2002,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,160,144.96051825517,-37.8108158573735,"-37.81081585737349, 144.9605182551698",Commercial,Commercial
2002,87,101023,101023,25 Bennetts Lane MELBOURNE 3000,Melbourne (CBD),Bennetts Lane Jazz Club,25 Bennetts Lane MELBOURNE 3000,360,144.967566436885,-37.8088932695083,"-37.80889326950825, 144.9675664368846",Commercial,Commercial
2002,95,109315,109315,407-409 Swanston Street MELBOURNE 3000,Melbourne (CBD),Basement 407,"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",150,144.963192113967,-37.8089570116272,"-37.8089570116272, 144.963192113967",Commercial,Commercial
2002,114,109493,109493,143-151 Therry Street MELBOURNE 3000,Melbourne (CBD),Mercat Cross Hotel,143-151 Therry Street MELBOURNE 3000,230,144.958404481575,-37.8079053792566,"-37.80790537925659, 144.9584044815746",Commercial,Commercial
2002,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,223 Canning Street CARLTON 3053,600,144.973397484709,-37.7930318645488,"-37.79303186454882, 144.9733974847086",Mixed,Mixed
2002,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,University House,Grattan Street PARKVILLE 3010,611,144.961192766779,-37.7967769211558,"-37.796776921155825, 144.9611927667791",Residential,Residential
2002,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,U Bar,Grattan Street PARKVILLE 3010,200,144.961192766779,-37.7967769211558,"-37.796776921155825, 144.9611927667791",Residential,Residential
2002,315,100514,100514,204-206 Arden Street NORTH MELBOURNE 3051,North Melbourne,North Melbourne Football Club Social Club,33 Arden Street NORTH MELBOURNE 3051,210,144.941310181888,-37.7988882056103,"-37.79888820561025, 144.9413101818877",Mixed,Mixed
2002,315,100514,100514,204-206 Arden Street NORTH MELBOURNE 3051,North Melbourne,Kanga Kasino,23 Arden Street NORTH MELBOURNE 3051,90,144.941310181888,-37.7988882056103,"-37.79888820561025, 144.9413101818877",Mixed,Mixed
2002,369,103507,103507,86-90 Errol Street NORTH MELBOURNE 3051,North Melbourne,Court House Hotel,86-90 Errol Street NORTH MELBOURNE 3051,140,144.949964920102,-37.8028791733937,"-37.80287917339365, 144.94996492010188",Mixed,Mixed
2002,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,56 Courtney Street NORTH MELBOURNE 3051,317,144.953043347464,-37.8008997705042,"-37.800899770504216, 144.95304334746442",Mixed,Mixed
2002,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Redback Brewery Hotel,75 Flemington Road NORTH MELBOURNE 3051,670,144.953357161989,-37.7989520486582,"-37.79895204865818, 144.95335716198912",Mixed,Mixed
2002,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part 0-0 Brunton Avenue JOLIMONT 3002,2545,144.983400721112,-37.820044224834,"-37.82004422483403, 144.98340072111205",Residential,Residential
2002,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub,3 Southgate Avenue SOUTHBANK 3006,300,144.96633747378,-37.8207195408817,"-37.82071954088171, 144.9663374737802",Commercial,Commercial
2002,760,108642,108642,497-503 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Cafe Dom - The Granite Bar,"Part Ground , 499 St Kilda Road MELBOURNE 3004",500,144.97908599467,-37.843318898736,"-37.84331889873595, 144.97908599467",Mixed,Mixed
2002,859,109512,109512,146W-150W Toorak Road SOUTH YARRA 3141,South Yarra,United Kingdom Settlers Association,"Front Floor 1, 146W Toorak Road SOUTH YARRA 3141",100,144.984380494339,-37.8376465444096,"-37.83764654440955, 144.9843804943388",Residential,Residential
2003,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hosies Tavern,"Unit 1, 1-5 Elizabeth Street MELBOURNE 3000",270,144.964617410849,-37.8180579698343,"-37.81805796983434, 144.96461741084877",Commercial,Commercial
2003,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),De Biers,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.96530699086,-37.8172419402346,"-37.81724194023457, 144.96530699086",Commercial,Commercial
2003,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,450,144.967032336369,-37.81735725528031,"-37.817357255280335, 144.96703233636947",Commercial,Commercial
2003,32,102117,102117,500-514 Collins Street MELBOURNE 3000,Melbourne (CBD),Menzies Tavern,"Part Level 1, 525 Collins Street MELBOURNE 3000",250,144.957485297207,-37.8175640456975,"-37.81756404569752, 144.9574852972072",Commercial,Commercial
2003,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Irish Times,"Ground , 425 Little Collins Street MELBOURNE 3000",170,144.960544916753,-37.81625572175471,"-37.816255721754686, 144.9605449167531",Commercial,Commercial
2003,34,110669,110668,353 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Grosvenor Tavern,"Basement , 25 Little Collins Street MELBOURNE 3000",230,,,,Commercial,Commercial
2003,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",450,144.964579271622,-37.8156309700498,"-37.81563097004982, 144.96457927162226",Commercial,Commercial
2003,35,102143,102143,258-274 Collins Street MELBOURNE 3000,Melbourne (CBD),Australia On Collins Bar,"Shop 121, Basement , 260 Collins Street MELBOURNE 3000",11,144.964918578641,-37.8154150350132,"-37.81541503501324, 144.96491857864146",Commercial,Commercial
2003,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Dr Martin's Tavern,86A Collins Street MELBOURNE 3000,291,144.970593784801,-37.8139380932959,"-37.8139380932959, 144.97059378480083",Commercial,Commercial
2003,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),Imperial Hotel,2-8 Bourke Street MELBOURNE 3000,350,144.972685010345,-37.811202108695,"-37.81120210869503, 144.9726850103448",Commercial,Commercial
2003,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE 3000,675,144.95450051017,-37.8149064395787,"-37.81490643957871, 144.9545005101703",Commercial,Commercial
2003,64,104376,104376,14-20 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 A'Beckett Street MELBOURNE 3000,200,144.960741036939,-37.8132877098966,"-37.81328770989657, 144.96074103693925",Commercial,Commercial
2003,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),Golden Age Hotel,277-287 King Street MELBOURNE 3000,200,144.954209391837,-37.81367692849,"-37.81367692848996, 144.95420939183657",Commercial,Commercial
2003,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),Metropolitan On William Bar & Restaurant,263-267 William Street MELBOURNE 3000,300,144.956593016185,-37.8129251467067,"-37.81292514670666, 144.95659301618502",Commercial,Commercial
2003,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),La La Land,"Level 1, 391-0 Little Lonsdale Street MELBOURNE 3000",175,144.960350767464,-37.8118754125278,"-37.8118754125278, 144.9603507674639",Commercial,Commercial
2003,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",400,144.969985004712,-37.809416385753906,"-37.809416385753934, 144.96998500471204",Commercial,Commercial
2003,78,108991,108991,267-271 Spring Street MELBOURNE 3000,Melbourne (CBD),Elm's Family Hotel,267 Spring Street MELBOURNE 3000,200,144.971453909766,-37.8086100730432,"-37.808610073043155, 144.97145390976615",Commercial,Commercial
2003,84,103207,103207,315-321 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Tabaret At Melbourne Central,"Ground  & Levels 1, 315-321 Elizabeth Street MELBOURNE 3000",250,144.961481784056,-37.8112508439957,"-37.81125084399573, 144.96148178405576",Commercial,Commercial
2003,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,160,144.96051825517,-37.8108158573735,"-37.81081585737349, 144.9605182551698",Commercial,Commercial
2003,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),Embassy Bar,9-13 Drewery Place MELBOURNE 3000,303,144.96397969117,-37.81130448215529,"-37.811304482155336, 144.96397969116956",Commercial,Commercial
2003,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Melbourne International Backpackers,442-450 Elizabeth Street MELBOURNE 3000,365,144.9608681866,-37.808309445013,"-37.808309445012966, 144.96086818659967",Commercial,Commercial
2003,105,109317,109317,427-433 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,486,144.962937567969,-37.8084601751162,"-37.80846017511618, 144.96293756796908",Commercial,Commercial
2003,218,106222,106222,270-276 Lygon Street CARLTON 3053,Carlton,University Hotel,"Part Ground , 272-276 Lygon Street CARLTON 3053",111,144.96725353102,-37.8005282520571,"-37.8005282520571, 144.9672535310201",Mixed,Mixed
2003,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,"Ground , 200 Lygon Street CARLTON 3053",200,144.966991656114,-37.802540939839,"-37.80254093983895, 144.96699165611432",Mixed,Mixed
2003,267,106251,106251,66-88 Lygon Street CARLTON 3053,Carlton,Lagers On Lygon,"Part Ground , 66 Lygon Street CARLTON 3053",80,144.966584083952,-37.8053045465997,"-37.80530454659966, 144.9665840839516",Mixed,Mixed
2003,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,Deep Dish Bar & Cafe,"Ground , 156-292 Grattan Street PARKVILLE 3010",400,144.961192766779,-37.7967769211558,"-37.796776921155825, 144.9611927667791",Residential,Residential
2003,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,INU Bar & Restuarant,"Building 130, Part Ground , 156-292 Grattan Street PARKVILLE 3010",200,144.961192766779,-37.7967769211558,"-37.796776921155825, 144.9611927667791",Residential,Residential
2003,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,The Chifley On Flemington,5-17 Flemington Road NORTH MELBOURNE 3051,230,144.955856415472,-37.8014373983639,"-37.80143739836391, 144.9558564154721",Mixed,Mixed
2003,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part  Brunton Avenue JOLIMONT 3002,2545,144.983197388185,-37.8200082131928,"-37.82000821319277, 144.98319738818486",Residential,Residential
2003,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Royce On St Kilda Road,375 St Kilda Road MELBOURNE 3004,120,144.975550722667,-37.8350839023931,"-37.83508390239305, 144.97555072266726",Mixed,Mixed
2003,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub,3 Southgate Avenue SOUTHBANK 3006,300,144.96633747378,-37.8207195408817,"-37.82071954088171, 144.9663374737802",Commercial,Commercial
2003,1103,558180,558180,94-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",500,144.947518435405,-37.8164927204485,"-37.81649272044851, 144.9475184354052",Commercial,Commercial
2004,6,578321,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Wine Bar,"Tenancy 23, 2 Swanston Street MELBOURNE 3000",355,144.969951656493,-37.817778861627296,"-37.817778861627275, 144.96995165649258",Commercial,Commercial
2004,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,324,144.957159927053,-37.8201673732386,"-37.820167373238576, 144.95715992705334",Commercial,Commercial
2004,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Lounge,"Ground , 20-24 Bond Street MELBOURNE 3000",500,144.963067315656,-37.818147200690305,"-37.818147200690255, 144.96306731565613",Commercial,Commercial
2004,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint,31-39 Elizabeth Street MELBOURNE 3000,329,144.964321660097,-37.8174261066713,"-37.81742610667125, 144.964321660097",Commercial,Commercial
2004,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Green Room,35-0 Elizabeth Street MELBOURNE 3000,225,144.964321660097,-37.8174261066713,"-37.81742610667125, 144.964321660097",Commercial,Commercial
2004,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,180,144.963040466358,-37.81782473321,"-37.81782473321002, 144.96304046635782",Commercial,Commercial
2004,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),De Biers,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.96530699086,-37.8172419402346,"-37.81724194023457, 144.96530699086",Commercial,Commercial
2004,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,470,144.967032336369,-37.81735725528031,"-37.817357255280335, 144.96703233636947",Commercial,Commercial
2004,25,103964,103964,30-44 Manchester Lane MELBOURNE 3000,Melbourne (CBD),Manchester Lane,"Ground , 236 Manchester Lane MELBOURNE 3000",250,144.966209182982,-37.8164229530699,"-37.81642295306987, 144.9662091829816",Commercial,Commercial
2004,31,102113,102113,546-566 Collins Street MELBOURNE 3000,Melbourne (CBD),Nero Bar,546-566 Collins Street MELBOURNE 3000,80,144.955853687422,-37.8182458848873,"-37.818245884887304, 144.95585368742184",Commercial,Commercial
2004,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,"Floor 1, 193-199 Bourke Street MELBOURNE 3000",200,144.967655111151,-37.8132057501073,"-37.81320575010734, 144.9676551111507",Commercial,Commercial
2004,48,101109,101109,39-43 Bourke Street MELBOURNE 3000,Melbourne (CBD),Spleen Central,41 Bourke Street MELBOURNE 3000,100,144.97205520119,-37.8119370150575,"-37.81193701505745, 144.9720552011901",Commercial,Commercial
2004,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),Hard Rock Cafe,1 Spring Street MELBOURNE 3000,500,144.972932971885,-37.81199590155511,"-37.811995901555065, 144.9729329718854",Commercial,Commercial
2004,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Hollywood Karaoke Bar,"Level 1, 184-186 Bourke Street MELBOURNE 3000",204,144.967697189459,-37.812677389205696,"-37.812677389205746, 144.96769718945876",Commercial,Commercial
2004,57,101217,101217,124-128 Bourke Street MELBOURNE 3000,Melbourne (CBD),Welcome Stranger,"Ground , 124-128 Bourke Street MELBOURNE 3000",350,144.969273801613,-37.812071111195,"-37.812071111195024, 144.9692738016126",Commercial,Commercial
2004,58,103621,103621,174-192 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Rydges Melbourne Hotel,"Part Ground , 174-192 Exhibition Street MELBOURNE 3000",100,144.970607284339,-37.81122032497431,"-37.811220324974286, 144.97060728433877",Commercial,Commercial
2004,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar,21 Liverpool Street MELBOURNE 3000,50,144.971274004792,-37.8111823054832,"-37.81118230548321, 144.97127400479184",Commercial,Commercial
2004,58,105828,105828,19-25 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Cheers On Little Bourke Street,19 Little Bourke Street MELBOURNE 3000,350,144.971999561687,-37.8107442049127,"-37.8107442049127, 144.97199956168686",Commercial,Commercial
2004,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),La La Land,"Level 1, 391 Little Lonsdale Street MELBOURNE 3000",175,144.960350767464,-37.8118754125278,"-37.8118754125278, 144.9603507674639",Commercial,Commercial
2004,78,108991,108991,267-271 Spring Street MELBOURNE 3000,Melbourne (CBD),Elm's Family Hotel,Part 267-271 Spring Street MELBOURNE 3000,200,144.971453909766,-37.8086100730432,"-37.808610073043155, 144.97145390976615",Commercial,Commercial
2004,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),Embassy Bar & Double Bar,"Gnd & Bmt , 9-13 Drewery Place MELBOURNE 3000",303,144.96397969117,-37.81130448215529,"-37.811304482155336, 144.96397969116956",Commercial,Commercial
2004,97,103615,103615,333-351 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Owl & The Pussycat,"Shop 2, Ground , 333 Exhibition Street MELBOURNE 3000",100,144.968069369308,-37.807802265721,"-37.80780226572104, 144.96806936930756",Commercial,Commercial
2004,114,109493,109493,143-151 Therry Street MELBOURNE 3000,Melbourne (CBD),Mercat Cross Hotel,143-151 Therry Street MELBOURNE 3000,230,144.958404481575,-37.8079053792566,"-37.80790537925659, 144.9584044815746",Commercial,Commercial
2004,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,414-422 Lygon Street CARLTON 3053,120,144.967821815852,-37.7969467865136,"-37.79694678651363, 144.96782181585178",Mixed,Mixed
2004,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,Pugg Mahones,171-175 Elgin Street CARLTON 3053,500,144.968716912086,-37.797507504118,"-37.797507504118016, 144.96871691208585",Mixed,Mixed
2004,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,223-227 Canning Street CARLTON 3053,600,144.973397484709,-37.7930318645488,"-37.79303186454882, 144.9733974847086",Mixed,Mixed
2004,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,"Ground , 200 Lygon Street CARLTON 3053",200,144.966991656114,-37.802540939839,"-37.80254093983895, 144.96699165611432",Mixed,Mixed
2004,252,106244,106244,160-162 Lygon Street CARLTON 3053,Carlton,Bar Centrale,"Ground , 160-162 Lygon Street CARLTON 3053",500,144.966779712267,-37.8034426848441,"-37.80344268484407, 144.96677971226654",Mixed,Mixed
2004,255,109366,109366,594-600 Swanston Street CARLTON 3053,Carlton,Plough and Harrow Hotel,125-127 Swanston Street CARLTON 3053,400,144.963954803888,-37.8027713727581,"-37.80277137275811, 144.96395480388765",Mixed,Mixed
2004,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,Deep Dish Bar & Cafe,"Ground , 156-292 Grattan Street PARKVILLE 3010",400,144.961192766779,-37.7967769211558,"-37.796776921155825, 144.9611927667791",Residential,Residential
2004,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,The Leveson,46-50 Leveson Street NORTH MELBOURNE 3051,400,144.951468653461,-37.8037016123263,"-37.80370161232632, 144.95146865346058",Mixed,Mixed
2004,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,The Chifley On Flemington,5-17 Flemington Road NORTH MELBOURNE 3051,230,144.955856415472,-37.8014373983639,"-37.80143739836391, 144.9558564154721",Mixed,Mixed
2004,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Redback Brewery Hotel,"Part Gnd & Flr1 , 75-79 Flemington Road NORTH MELBOURNE 3051",650,144.953357161989,-37.7989520486582,"-37.79895204865818, 144.95335716198912",Mixed,Mixed
2004,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Loki Bar,65-67 Peel Street WEST MELBOURNE 3003,140,144.955506818334,-37.8066690841132,"-37.806669084113175, 144.95550681833367",Residential,Residential
2004,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,MCG Worx,180 Wellington Parade EAST MELBOURNE 3002,144,144.983507917012,-37.8158243933225,"-37.81582439332249, 144.98350791701154",Residential,Residential
2004,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part  Brunton Avenue JOLIMONT 3002,2545,144.983197388185,-37.8200082131928,"-37.82000821319277, 144.98319738818486",Residential,Residential
2004,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub,"Shop 14, Ground , 3 Southgate Avenue SOUTHBANK 3006",300,144.96633747378,-37.8207195408817,"-37.82071954088171, 144.9663374737802",Commercial,Commercial
2004,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK 3006,Southbank,Crown Promenade Hotel,40-56 Queens Bridge Street SOUTHBANK 3006,150,144.96002875564,-37.8239820734747,"-37.82398207347474, 144.96002875563994",Commercial,Commercial
2004,859,109512,109512,146W-150W Toorak Road SOUTH YARRA 3141,South Yarra,United Kingdom Settlers Association,"Front Floor 1, 146W Toorak Road SOUTH YARRA 3141",100,144.984380494339,-37.8376465444096,"-37.83764654440955, 144.9843804943388",Residential,Residential
2004,861,102503,102503,161-173 Domain Road SOUTH YARRA 3141,South Yarra,Botanical Hotel,"Unit 5, 171 Domain Road SOUTH YARRA 3141",245,144.981709446839,-37.8343181993054,"-37.834318199305386, 144.98170944683866",Residential,Residential
2005,11,108971,108971,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Flinders Lane MELBOURNE 3000,100,144.955113717437,-37.8202014377959,"-37.820201437795866, 144.95511371743692",Commercial,Commercial
2005,13,108058,108058,7-11 Queen Street MELBOURNE 3000,Melbourne (CBD),The Bliss Lounge,"Basement , 11 Queen Street MELBOURNE 3000",210,144.961956519206,-37.8186208155331,"-37.81862081553311, 144.9619565192058",Commercial,Commercial
2005,14,103165,103165,1-5 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Hosies Tavern,288 Elizabeth Street MELBOURNE 3000,160,144.964617410849,-37.8180579698343,"-37.81805796983434, 144.96461741084877",Commercial,Commercial
2005,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Green Room,35 Elizabeth Street MELBOURNE 3000,225,144.964321660097,-37.8174261066713,"-37.81742610667125, 144.964321660097",Commercial,Commercial
2005,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,470,144.967032336369,-37.81735725528031,"-37.817357255280335, 144.96703233636947",Commercial,Commercial
2005,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.968384600452,-37.8163597440011,"-37.81635974400108, 144.9683846004515",Commercial,Commercial
