Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location,Land Type_x,Land Type_y
2018,27,597183,102071,121-131 Collins Street MELBOURNE 3000,Melbourne (CBD),Spice Market,"Part LwrGround , 121-131 Collins Street MELBOURNE 3000",800,144.969807966455,-37.81511565165,"-37.81511565165, 144.96980796645528",Commercial,Commercial
2018,33,100727,100727,5-9 Bank Place MELBOURNE 3000,Melbourne (CBD),Mitre Tavern,5-9 Bank Place MELBOURNE 3000,300,144.960288467917,-37.8168041117,"-37.8168041117, 144.96028846791666",Commercial,Commercial
2018,33,100730,100730,12-16 Bank Place MELBOURNE 3000,Melbourne (CBD),Melbourne Savage Club,12-16 Bank Place MELBOURNE 3000,90,144.960577349006,-37.81654512525,"-37.81654512525, 144.9605773490057",Commercial,Commercial
2018,33,105936,105936,433 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Dikstein's Corner Bar,433 Little Collins Street MELBOURNE 3000,145,144.9603418055,-37.8163138713314,"-37.816313871331374, 144.96034180549998",Commercial,Commercial
2018,33,110148,110148,98-110 William Street MELBOURNE 3000,Melbourne (CBD),The Australian Club,98-110 William Street MELBOURNE 3000,280,144.959122884639,-37.81674635455,"-37.816746354550006, 144.95912288463865",Commercial,Commercial
2018,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Part Basement , 290 Collins Street MELBOURNE 3000",450,144.964340753954,-37.81552770375,"-37.81552770375, 144.96434075395388",Commercial,Commercial
2018,35,105919,105919,267 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Bar Americano,20 Little Collins Street MELBOURNE 3000,10,144.9656017104,-37.814831977068096,"-37.814831977068074, 144.9656017104",Commercial,Commercial
2018,35,558610,558610,256 Collins Street MELBOURNE 3000,Melbourne (CBD),The Butterfly Club,"Level 1, 256 Collins Street MELBOURNE 3000",190,144.96529077485,-37.8155237276144,"-37.815523727614426, 144.96529077485002",Commercial,Commercial
2018,36,102152,102152,162-168 Collins Street MELBOURNE 3000,Melbourne (CBD),The George on Collins,"Shop , Basement , 162 Collins Street MELBOURNE 3000",620,144.96784765085,-37.8145029200355,"-37.814502920035494, 144.96784765085",Commercial,Commercial
2018,43,105954,105954,422-428 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Little Red Pocket,"Front Mezzanine , 422 Little Collins Street MELBOURNE 3000",200,144.960326283,-37.8159075106085,"-37.81590751060847, 144.960326283",Commercial,Commercial
2018,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CitiClub On Queen Hotel,113 Queen Street MELBOURNE 3000,940,144.960636051482,-37.81581228795,"-37.81581228795, 144.96063605148169",Commercial,Commercial
2018,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CQ Bar,"Ground , 113 Queen Street MELBOURNE 3000",100,144.960636051482,-37.81581228795,"-37.81581228795, 144.96063605148169",Commercial,Commercial
2018,45,105960,105960,318-322 Little Collins Street MELBOURNE 3000,Melbourne (CBD),New Guernica,"Level 2, 318-322 Little Collins Street MELBOURNE 3000",380,144.96400961705,-37.8148866085961,"-37.814886608596126, 144.96400961705",Commercial,Commercial
2018,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,193-199 Bourke Street MELBOURNE 3000,366,144.9676457082,-37.8132044154818,"-37.81320441548179, 144.9676457082",Commercial,Commercial
2018,46,101133,101133,209-215 Bourke Street MELBOURNE 3000,Melbourne (CBD),Treasure Star,"Level 1, 215-0 Bourke Street MELBOURNE 3000",150,144.967298535657,-37.8132801326,"-37.8132801326, 144.9672985356574",Commercial,Commercial
2018,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,115-127 Russell Street MELBOURNE 3000,414,144.9681997692,-37.8136637451128,"-37.81366374511281, 144.9681997692",Commercial,Commercial
2018,53,110145,110145,170-176 William Street MELBOURNE 3000,Melbourne (CBD),Cafe Lavita On William,170 William Street MELBOURNE 3000,50,144.958219844331,-37.8149175538,"-37.8149175538, 144.9582198443308",Commercial,Commercial
2018,55,101193,101193,338-352 Bourke Street MELBOURNE 3000,Melbourne (CBD),Alto Event Space,"Part Level 3, 338-352 Bourke Street MELBOURNE 3000",400,144.96328859745,-37.8136035106566,"-37.813603510656634, 144.96328859745",Commercial,Commercial
2018,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Stars KTV and Lounge,"Level 1, 184-186 Bourke Street MELBOURNE 3000",204,144.96768897975,-37.8126757008825,"-37.81267570088254, 144.96768897975",Commercial,Commercial
2018,57,101217,101217,124-128 Bourke Street MELBOURNE 3000,Melbourne (CBD),Welcome Stranger,"Ground , 124-128 Bourke Street MELBOURNE 3000",350,144.9692644013,-37.8120697706117,"-37.81206977061173, 144.9692644013",Commercial,Commercial
2018,57,101221,101221,94-96 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE 3000,450,144.97024358695,-37.8119158069243,"-37.81191580692429, 144.97024358695",Commercial,Commercial
2018,57,106433,106433,18-24 Market Lane MELBOURNE 3000,Melbourne (CBD),Ding Dong Lounge,"Level 1, 18 Market Lane MELBOURNE 3000",300,144.969403003829,-37.8117510903,"-37.8117510903, 144.96940300382883",Commercial,Commercial
2018,58,101230,101230,54-62 Bourke Street MELBOURNE 3000,Melbourne (CBD),Romeo Lane,4 Bourke Street MELBOURNE 3000,25,144.971364179753,-37.81155874855,"-37.81155874855, 144.97136417975338",Commercial,Commercial
2018,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),Imperial Hotel,2-8 Bourke Street MELBOURNE 3000,894,144.9726756216,-37.8112007678974,"-37.81120076789737, 144.9726756216",Commercial,Commercial
2018,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,21 Liverpool Street MELBOURNE 3000,164,144.971264610166,-37.81118096195,"-37.81118096195, 144.97126461016583",Commercial,Commercial
2018,61,105716,105716,597-603 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Men's Gallery,597-603 Lonsdale Street MELBOURNE 3000,675,144.95449168755,-37.8149066145384,"-37.814906614538415, 144.95449168755",Commercial,Commercial
2018,62,105384,105384,204-208 King Street MELBOURNE 3000,Melbourne (CBD),Great Western Hotel,204-208 King Street MELBOURNE 3000,390,144.955483445092,-37.8152118513,"-37.815211851300006, 144.95548344509194",Commercial,Commercial
2018,64,105700,105700,359-363 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Whitehart,Rear 359-363 Lonsdale Street MELBOURNE 3000,200,144.96187567925,-37.8127516003689,"-37.81275160036885, 144.96187567925",Commercial,Commercial
2018,65,105875,105875,318-322 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Beneath Driver Lane,"Basement , 318 Little Bourke Street MELBOURNE 3000",118,144.96312748625,-37.8129258892501,"-37.81292588925007, 144.96312748625002",Commercial,Commercial
2018,66,105694,105694,233-237 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mezcalito Agave Bar,235 Lonsdale Street MELBOURNE 3000,100,144.96554789575,-37.8115803874059,"-37.81158038740586, 144.96554789574998",Commercial,Commercial
2018,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Shanghai Club,"Unit 1, Ground , 242 Little Bourke Street MELBOURNE 3000",209,144.96558664045,-37.812094056215,"-37.81209405621503, 144.96558664045",Commercial,Commercial
2018,66,108547,108547,199-203 Russell Street MELBOURNE 3000,Melbourne (CBD),Exford Hotel,199-203 Russell Street MELBOURNE 3000,300,144.967340808983,-37.81179187755,"-37.81179187755, 144.96734080898327",Commercial,Commercial
2018,66,109392,109392,248-258 Swanston Street MELBOURNE 3000,Melbourne (CBD),Mesa Verde,"Unit , Level 6, 252 Swanston Street MELBOURNE 3000",175,144.965271426409,-37.81199286335,"-37.81199286335, 144.965271426409",Commercial,Commercial
2018,66,109952,109952,7-9 Waratah Place MELBOURNE 3000,Melbourne (CBD),Manchuria,"Level 1, 7-9 Waratah Place MELBOURNE 3000",80,144.966990317891,-37.8116248871,"-37.8116248871, 144.96699031789075",Commercial,Commercial
2018,67,102198,102198,22-26 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Gr8 Bar,"Basement , 22-26 Corrs Lane MELBOURNE 3000",50,144.968324247882,-37.81099753385,"-37.81099753385, 144.968324247882",Commercial,Commercial
2018,67,102199,102199,16-20 Corrs Lane MELBOURNE 3000,Melbourne (CBD),House of Maximon / Berlin Bar,"Level 1, 16-20 Corrs Lane MELBOURNE 3000",300,144.9683853243,-37.8111293176,"-37.811129317600006, 144.96838532430027",Commercial,Commercial
2018,71,105318,105318,277-287 King Street MELBOURNE 3000,Melbourne (CBD),Hotel Sophia,277-287 King Street MELBOURNE 3000,116,144.95419987725,-37.8136755445182,"-37.81367554451823, 144.95419987725",Commercial,Commercial
2018,72,110106,110106,263-267 William Street MELBOURNE 3000,Melbourne (CBD),Metropolitan Hotel,263-267 William Street MELBOURNE 3000,300,144.95658352206,-37.81292377005,"-37.812923770050006, 144.95658352206044",Commercial,Commercial
2018,74,106019,106019,399-401 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Novotel/Ibis Melbourne Central,"Level 4, 399-0 Little Lonsdale Street MELBOURNE 3000",786,144.96013610345,-37.8120455178183,"-37.81204551781832, 144.96013610345",Commercial,Commercial
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Father's Office,249 Little Lonsdale Street MELBOURNE 3000,370,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002",Commercial,Commercial
2018,76,589841,105749,221 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Strike Bowling,245-247 Little Lonsdale Street MELBOURNE 3000,370,144.965725053002,-37.81067861705,"-37.81067861705, 144.965725053002",Commercial,Commercial
2018,78,110721,580091,33-39 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Fringe,33-39 Little Lonsdale Street MELBOURNE 3000,400,144.97072895345,-37.8091961510796,"-37.809196151079576, 144.97072895345",Commercial,Commercial
2018,84,106037,106037,324-328 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Alchemist's Refuge,"Basement , 324-328 Little Lonsdale Street MELBOURNE 3000",60,144.9599405236,-37.8116745095178,"-37.8116745095178, 144.9599405236",Commercial,Commercial
2018,85,105746,105746,183-265 La Trobe Street MELBOURNE 3000,Melbourne (CBD),B. Lucky & Sons,"Shop 307, Level 3, 300 La Trobe Street MELBOURNE 3000",300,144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584",Commercial,Commercial
2018,85,109304,109304,301-303 Swanston Street MELBOURNE 3000,Melbourne (CBD),Cheek,"Level 1, 301 Swanston Street MELBOURNE 3000",98,144.964192644877,-37.8110777883,"-37.8110777883, 144.96419264487724",Commercial,Commercial
2018,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,"Ground , 106 Little Lonsdale Street MELBOURNE 3000",60,144.96858968255,-37.809151434744,"-37.80915143474398, 144.96858968255",Commercial,Commercial
2018,87,108567,108567,300 Russell Street MELBOURNE 3000,Melbourne (CBD),Jankara Karaoke,"Ground , 300 Russell Street MELBOURNE 3000",80,144.966905049105,-37.80951656,"-37.80951656, 144.96690504910487",Commercial,Commercial
2018,95,109314,109314,401-405 Swanston Street MELBOURNE 3000,Melbourne (CBD),Red Love Bar Musicroom,"Level 1, 401-405 Swanston Street MELBOURNE 3000",360,144.963217757772,-37.8090429901,"-37.8090429901, 144.96321775777238",Commercial,Commercial
2018,103,104086,104086,211-213 Franklin Street MELBOURNE 3000,Melbourne (CBD),Island Somewhere,211-213 Franklin Street MELBOURNE 3000,120,144.9578403531,-37.8096825912594,"-37.809682591259424, 144.95784035309998",Commercial,Commercial
2018,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Captain Melville,34-38 Franklin Street MELBOURNE 3000,355,144.9616202307,-37.8075189651329,"-37.8075189651329, 144.96162023070002",Commercial,Commercial
2018,207,106153,106153,331-335 Lygon Street CARLTON 3053,Carlton,Wolfs Lair,Rear 331-335 Lygon Street CARLTON 3053,80,144.967171907008,-37.79751106105,"-37.79751106105, 144.9671719070076",Mixed,Mixed
2018,216,102714,102714,350-352 Drummond Street CARLTON 3053,Carlton,Eva on Drummond,Front 350-352 Drummond Street CARLTON 3053,70,144.969271207383,-37.7977107422,"-37.7977107422, 144.9692712073831",Mixed,Mixed
2018,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,223-227 Canning Street CARLTON 3053,100,144.97338802913,-37.79303042445,"-37.793030424449995, 144.97338802913018",Mixed,Mixed
2018,255,101593,101593,91-95 Cardigan Street CARLTON 3053,Carlton,Hotel Lincoln,91 Cardigan Street CARLTON 3053,154,144.964505717648,-37.80448531725,"-37.80448531725, 144.96450571764836",Mixed,Mixed
2018,268,108154,108153,49 Rathdowne Street CARLTON 3053,Carlton,Epocha Restaurant,49 Rathdowne Street CARLTON 3053,124,144.968562235686,-37.8057719265,"-37.8057719265, 144.9685622356859",Mixed,Mixed
2018,345,103402,103402,33 Errol Street NORTH MELBOURNE 3051,North Melbourne,Townhall Hotel North Melbourne,33 Errol Street NORTH MELBOURNE 3051,80,144.948794535942,-37.8041270384,"-37.8041270384, 144.9487945359415",Mixed,Mixed
2018,358,109829,109829,312-316 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Victoria Hotel,312-316 Victoria Street NORTH MELBOURNE 3051,130,144.955705105487,-37.8056323443,"-37.8056323443, 144.9557051054865",Mixed,Mixed
2018,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,150,144.958122624491,-37.80591122785,"-37.80591122785, 144.95812262449067",Mixed,Mixed
2018,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE 3000,180,144.958587348086,-37.80593323965,"-37.80593323965, 144.95858734808553",Mixed,Mixed
2018,508,100820,100820,38-44 Barrett Street KENSINGTON 3031,Kensington,Henry St Brewhouse,"Unit 5, 38 Barrett Street KENSINGTON 3031",75,144.934317357621,-37.79810341095,"-37.798103410950006, 144.93431735762147",Residential,Residential
2018,730,110473,110473,65-73 Haig Street SOUTHBANK 3006,Southbank,The Backlot Studios,65-71 Haig Street SOUTHBANK 3006,78,144.956556491421,-37.82788535935,"-37.827885359350006, 144.956556491421",Commercial,Commercial
2018,753,598987,598987,Evan Walker Bridge SOUTHBANK 3006,Southbank,Ponyfish Island,"Kiosk ,  Evan Walker Bridge SOUTHBANK 3006",150,144.9650647071,-37.81983181726,"-37.81983181725997, 144.9650647071",Commercial,Commercial
2018,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK 3006,Southbank,Left Bank Melbourne,"Part Ground , 1 Southbank Boulevard SOUTHBANK 3006",400,144.962866741188,-37.82103934955,"-37.82103934955, 144.9628667411883",Commercial,Commercial
2018,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Jackpot Bar,8 Whiteman Street SOUTHBANK 3006,80,144.958335638819,-37.82316159555,"-37.823161595550005, 144.9583356388194",Commercial,Commercial
2018,803,111175,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Therapy,"Shop 52, Level 2, 8 Whiteman Street SOUTHBANK 3006",600,144.958335638819,-37.82316159555,"-37.823161595550005, 144.9583356388194",Commercial,Commercial
2018,803,597190,110477,8 Whiteman Street SOUTHBANK 3006,Southbank,Club 23,8 Whiteman Street SOUTHBANK 3006,450,144.958335638819,-37.82316159555,"-37.823161595550005, 144.9583356388194",Commercial,Commercial
2018,804,110542,110484,20-30 Convention Centre Place SOUTH WHARF 3006,Southbank,West Village NYC,20-30 Convention Centre Place SOUTH WHARF 3006,150,144.95231930285,-37.82542998795,"-37.82542998795, 144.95231930285",Commercial,Commercial
2018,804,110537,110537,1-27 South Wharf Promenade SOUTH WHARF 3006,Southbank,The Boatbuilders Yard,Part 23 South Wharf Promenade SOUTH WHARF 3006,1438,144.953427161648,-37.82431515095,"-37.82431515095, 144.95342716164834",Commercial,Commercial
2018,806,110343,640947,27-45 Whiteman Street SOUTHBANK 3006,Southbank,Kingpin Bowling Crown / Playtime,27 Whiteman Street SOUTHBANK 3006,347,144.958442233811,-37.825404033,"-37.825404033, 144.95844223381087",Commercial,Commercial
2018,861,102503,102503,161-173 Domain Road SOUTH YARRA 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA 3141,245,144.981700021239,-37.83431689595,"-37.83431689595, 144.98170002123896",Residential,Residential
2018,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Locker Room Club Bar,"Part Ground , 140 Harbour Esplanade DOCKLANDS 3008",500,144.947560241207,-37.81674197865,"-37.81674197865, 144.94756024120727",Commercial,Commercial
2018,1103,558180,558180,122-148 Harbour Esplanade DOCKLANDS 3008,Docklands,Legends Bar,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",250,144.947560241207,-37.81674197865,"-37.81674197865, 144.94756024120727",Commercial,Commercial
2018,1104,576024,576023,747-757 Bourke Street DOCKLANDS 3008,Docklands,The Nixon Hotel,749 Bourke Street DOCKLANDS 3008,300,144.947992009641,-37.8193808754,"-37.8193808754, 144.94799200964053",Commercial,Commercial
2018,1109,560004,560004,24-42 Newquay Promenade DOCKLANDS 3008,Docklands,Solidaire Victoria,28 Newquay Promenade DOCKLANDS 3008,321,144.942170472073,-37.81436129865,"-37.81436129865, 144.9421704720731",Commercial,Commercial
2018,1112,103982,103982,705-729 Flinders Street DOCKLANDS 3008,Docklands,The Flying Angel Club,717 Flinders Street DOCKLANDS 3008,200,144.951331663224,-37.8224727038,"-37.8224727038, 144.9513316632238",Commercial,Commercial
2018,2530,616125,616125,25-27 Rankins Road KENSINGTON 3031,Kensington,Flemington & Kensington RSL Club,25-27 Rankins Road KENSINGTON 3031,90,144.9321950522,-37.7893223501,"-37.7893223501, 144.93219505219955",Residential,Residential
2018,2530,616160,616160,265-271 Racecourse Road KENSINGTON 3031,Kensington,The Quiet Man Irishman  Pub,265-271 Racecourse Road KENSINGTON 3031,400,144.93236546718,-37.7886110017,"-37.7886110017, 144.93236546718015",Residential,Residential
2019,11,103993,103993,508-514 Flinders Street MELBOURNE 3000,Melbourne (CBD),Waterside Hotel,508-514 Flinders Street MELBOURNE 3000,983,144.9571504476,-37.8201659980792,"-37.82016599807918, 144.9571504476",Commercial,Commercial
2019,11,105294,105294,27-31 King Street MELBOURNE 3000,Melbourne (CBD),State Of Grace,"Gnd & Bmt , 27 King Street MELBOURNE 3000",200,144.956948577153,-37.81975555235,"-37.81975555235, 144.95694857715296",Commercial,Commercial
2019,12,104824,104824,11A Highlander Lane MELBOURNE 3000,Melbourne (CBD),Highlander Bar,11A Highlander Lane MELBOURNE 3000,202,144.95797023355,-37.8197031394551,"-37.81970313945506, 144.95797023355",Commercial,Commercial
2019,12,105399,105399,26-32 King Street MELBOURNE 3000,Melbourne (CBD),Clique Bar,"Level 1, 26 King Street MELBOURNE 3000",222,144.957465650534,-37.81952905265,"-37.81952905265, 144.95746565053372",Commercial,Commercial
2019,14,101099,101099,16-26 Bond Street MELBOURNE 3000,Melbourne (CBD),Bond Bar,"Ground , 20-24 Bond Street MELBOURNE 3000",500,144.963057869803,-37.81814585805,"-37.81814585805, 144.9630578698032",Commercial,Commercial
2019,14,103172,103172,31-39 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),The Joint Bar,"Level 1, 35 Elizabeth Street MELBOURNE 3000",329,144.964334423197,-37.81742176045,"-37.81742176045, 144.96433442319747",Commercial,Commercial
2019,14,103946,103946,313-315 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Randy Dragon,"Unit 1, Basement , 313-315 Flinders Lane MELBOURNE 3000",100,144.96385087395,-37.817639979949,"-37.81763997994896, 144.96385087395",Commercial,Commercial
2019,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Mill House Bar,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.96529756195,-37.8172406080172,"-37.81724060801719, 144.96529756195",Commercial,Commercial
2019,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Mon Bijou,"Unit 10, Level 10, 187 Flinders Lane MELBOURNE 3000",180,144.9683751885,-37.816358417732,"-37.81635841773196, 144.9683751885",Commercial,Commercial
2019,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),The Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.9683751885,-37.816358417732,"-37.81635841773196, 144.9683751885",Commercial,Commercial
2019,17,103924,103924,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Jack & Bones,"Basement , 107 Flinders Lane MELBOURNE 3000",230,144.970834384,-37.8156065465897,"-37.815606546589706, 144.970834384",Commercial,Commercial
2019,17,574438,574438,84-94 Flinders Street MELBOURNE 3000,Melbourne (CBD),Eau-De-Vie,Rear 88 Flinders Street MELBOURNE 3000,150,144.97168700995,-37.8159483692034,"-37.815948369203376, 144.97168700995002",Commercial,Commercial
2019,18,103914,103914,31-35 Flinders Lane MELBOURNE 3000,Melbourne (CBD),White Lane by Food & Desire,"Level 2, 31 Flinders Lane MELBOURNE 3000",250,144.9732929504,-37.8148976799334,"-37.81489767993339, 144.97329295039998",Commercial,Commercial
2019,18,108977,108977,25-31 Spring Street MELBOURNE 3000,Melbourne (CBD),HiHou,"Level 1, 1 Spring Street MELBOURNE 3000",80,144.974101158853,-37.81454533935,"-37.814545339350005, 144.97410115885282",Commercial,Commercial
2019,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,"Gnd & Bmt , 417-417 Collins Street MELBOURNE 3000",131,144.96086833885,-37.8174694354293,"-37.81746943542926, 144.96086833885",Commercial,Commercial
2019,24,103174,103174,55-57 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Fiftyfive,"Basement , 55 Elizabeth Street MELBOURNE 3000",88,144.964129971153,-37.8169723947,"-37.8169723947, 144.96412997115252",Commercial,Commercial
2019,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Hell's Kitchen,"Mezzanine , 20A Flinders Lane MELBOURNE 3000",55,144.96559654045,-37.816602896192,"-37.81660289619204, 144.96559654045",Commercial,Commercial
2019,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Marrakech Bar,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.960097298518,-37.816395712,"-37.816395712, 144.96009729851846",Commercial,Commercial
2019,33,102131,110666,394 Collins Street MELBOURNE 3000,Melbourne (CBD),The Bank On Collins,"Ground , 394 Collins Street MELBOURNE 3000",300,144.961079388338,-37.8166130827,"-37.8166130827, 144.96107938833774",Commercial,Commercial
2019,35,109271,109271,125-133 Swanston Street MELBOURNE 3000,Melbourne (CBD),Max Watt's,"Gnd & Bmt , 125 Swanston Street MELBOURNE 3000",800,144.965799027577,-37.8147224869,"-37.8147224869, 144.96579902757662",Commercial,Commercial
2019,37,102158,102158,86-88 Collins Street MELBOURNE 3000,Melbourne (CBD),Pink Alley Bar,Part 86A Collins Street MELBOURNE 3000,83,144.9705843906,-37.8139367650688,"-37.81393676506883, 144.97058439059998",Commercial,Commercial
2019,43,108068,108068,111-129 Queen Street MELBOURNE 3000,Melbourne (CBD),CQ Bar,"Part Ground , 113 Queen Street MELBOURNE 3000",80,144.960636051482,-37.81581228795,"-37.81581228795, 144.96063605148169",Commercial,Commercial
2019,43,108069,108069,131-141 Queen Street MELBOURNE 3000,Melbourne (CBD),The Turf Bar & Restaurant,"Unit 1, LwrGround , 131 Queen Street MELBOURNE 3000",527,144.96053356882,-37.8154953765,"-37.8154953765, 144.9605335688197",Commercial,Commercial
2019,46,101130,101130,193-199 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Carlton Hotel,193-199 Bourke Street MELBOURNE 3000,366,144.9676457082,-37.8132044154818,"-37.81320441548179, 144.9676457082",Commercial,Commercial
2019,46,101133,101133,209-215 Bourke Street MELBOURNE 3000,Melbourne (CBD),Treasure Star,"Level 1, 215-0 Bourke Street MELBOURNE 3000",150,144.967298535657,-37.8132801326,"-37.8132801326, 144.9672985356574",Commercial,Commercial
2019,46,108537,108537,131-141 Russell Street MELBOURNE 3000,Melbourne (CBD),QT Melbourne,133-141 Russell Street MELBOURNE 3000,885,144.967836658003,-37.81342912795,"-37.81342912795, 144.96783665800314",Commercial,Commercial
2019,46,111394,111394,16-30 Russell Place MELBOURNE 3000,Melbourne (CBD),Bar Ampere,16 Russell Place MELBOURNE 3000,60,144.9674365318,-37.8135390268566,"-37.813539026856645, 144.9674365318",Commercial,Commercial
2019,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Madam Brussels,"Level 3, 59-63 Bourke Street MELBOURNE 3000",256,144.9715655659,-37.8121234270013,"-37.81212342700134, 144.9715655659",Commercial,Commercial
2019,48,103626,103626,114-122 Exhibition Street MELBOURNE 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE 3000,550,144.9711969512,-37.8128622901078,"-37.81286229010783, 144.9711969512",Commercial,Commercial
2019,48,105968,105968,62-66 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Magic Mountain Saloon,62-66 Little Collins Street MELBOURNE 3000,285,144.971441857,-37.812809743378,"-37.81280974337804, 144.971441857",Commercial,Commercial
2019,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop Project Space & Bar,"Ground , 19-23 Meyers Place MELBOURNE 3000",152,144.972108507713,-37.8121522945,"-37.812152294499995, 144.97210850771285",Commercial,Commercial
2019,52,592048,592048,188-202 King Street MELBOURNE 3000,Melbourne (CBD),La Di Da,188-200 King Street MELBOURNE 3000,458,144.95562418495,-37.8155135844991,"-37.81551358449907, 144.95562418495",Commercial,Commercial
2019,55,109284,109284,191-205 Swanston Street MELBOURNE 3000,Melbourne (CBD),Black Opal,191 Swanston Street MELBOURNE 3000,200,144.965010835861,-37.8130993046,"-37.8130993046, 144.96501083586128",Commercial,Commercial
2019,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.9690874996,-37.8120633341274,"-37.81206333412739, 144.9690874996",Commercial,Commercial
2019,57,101218,101218,118-122 Bourke Street MELBOURNE 3000,Melbourne (CBD),Fireflies Club,"Level 1, 118-122 Bourke Street MELBOURNE 3000",72,144.96954824555,-37.8120745809563,"-37.81207458095632, 144.96954824555002",Commercial,Commercial
2019,57,101221,101221,94-96 Bourke Street MELBOURNE 3000,Melbourne (CBD),The Elephant and Wheelbarrow,94-96 Bourke Street MELBOURNE 3000,450,144.97024358695,-37.8119158069243,"-37.81191580692429, 144.97024358695",Commercial,Commercial
2019,58,101230,101230,54-62 Bourke Street MELBOURNE 3000,Melbourne (CBD),Romeo Lane,4 Bourke Street MELBOURNE 3000,99,144.971364179753,-37.81155874855,"-37.81155874855, 144.97136417975338",Commercial,Commercial
2019,58,101236,101236,12 Bourke Street MELBOURNE 3000,Melbourne (CBD),Angel Music Bar,12 Bourke Street MELBOURNE 3000,125,144.97250851245,-37.8112481043303,"-37.81124810433032, 144.97250851245002",Commercial,Commercial
